,title,price_VND,location,area_m2,number_of_bedrooms
1062,"Chung cư Asiana Capella 62m² 2PN, Quận 6",3100000000,6,62.0,2
1063,Bán căn hộ linh tây 85m2 2PN 2WC,2330000000,Thủ Đức,85.0,2
1064,CH RICHMOND CITY FULL NỘI THẤT 3PN-2WC GIÁ 4.3TỈ,4300000000,Bình Thạnh,86.0,3
1065,"Bán căn hộ Sen Hồng block B, sổ sẵn, 50m2, tầng 8",1600000000,Thủ Đức,50.0,2
1066,Chung cư Quận 9 - Thành phố Thủ Đức 57m² 1PN + 1,1890000000,9,57.0,1
1067,Bán căn hộ An Gia Garden 63M 2PN 2WC View Hồ Bơi,2850000000,Tân Phú,63.0,2
1068,Thanh Toán 30% Sở Hữu Căn Hộ 2PN2WC Full Nội Thất,1900000000,Bình Chánh,59.0,2
1070,"Cần bán gấp bán lỗ 58m2 c,c Gò Dầu - LôB",1850000000,Tân Phú,58.0,2
1071,Căn hộ KDC Gia Hoà 66m2/2.39 tỷ TL- 2pn-2wc,2390000000,9,66.0,2
1072,Bán nhà mới xây 60m2 gần GIGAMALL Phạm Văn Đồng,5800000000,Thủ Đức,60.0,4
1073,Chung cư Cityland Parkhill 83.6m² 2PN view sân bay,3800000000,Gò Vấp,83.6,2
1074,Chung cư Quận 8 54m² 1 PN,1650000000,8,54.0,1
1075,CC Saigon Homes Bình Tân 50m² 1PN Ở Ngay,1600000000,Bình Tân,50.0,1
1076,Chung cư Quận 5 70m² 2PN SH chính chủ,3000000000,5,70.0,2
1077,"Đại hạ giá 2,39 tỷ TL.66m2 tầng cao căn hộ Gia Hoà",2390000000,9,66.0,2
1078,MỞ BÁN CĂN HỘ HẠNG SANG CẠNH SÔNG  THẢO ĐIỀN Q2,200000000,2,83.0,2
1079,"Dreamhome Residence Gò Vấp 3PN, 73.8m2, CĂN GÓC",2650000000,Gò Vấp,73.0,3
1080,Bán Cao Ốc Phú Hoàng Anh Giá Rẻ 2tỷ8 Tặng Nội Thât,2800000000,Nhà Bè,129.0,3
1081,Bán Gấp Duplex(Nhà Thô)Giá Tốt:3tỷ350 260m2,3350000000,Nhà Bè,260.0,5
1082,"Căn hộ RuBy Garden 90,5m2 , căn góc , Block A, 2PN",3100000000,Tân Bình,90.5,2
1083,Căn hộ Central Premium Q.8 đa dạng diện tích.,1650000000,8,38.0,1
1084,Chung cư Quận 9 Masteri Centre Point 70m² 2PN,50000000,9,70.0,2
1085,Căn hộ 2PN/74m2 giá mềm tại Lavida Plus Q.7,3250000000,7,74.0,2
1086,HÓT🔹Chung cư Kingdom 101 78.2m²_2PN+2WC- 5.050 tỷ,5050000000,10,78.2,2
1087,Cần mua Chung cư Lavita Garden 68m² 2PN2WC,2400000000,Thủ Đức,68.0,2
1088,"Căn hộ Q.8 62m2 2PN 2WC giá tốt, tầng trung",1730000000,8,62.0,2
1089,"Chung cư Dream Home Palace 80m² 3PN, view hồ bơi",2090000000,8,80.0,3
1090,Chung cư Q.8 3PN 2WC 75m2 giá rẻ,1970000000,8,75.0,3
1091,Chính chủ bán gấp CC Flora Fuji Quận 9 - 55m² 2PN,1850000000,9,55.0,2
1092,🔺Bán Chung cư Carillon 7_DT:77m²_2PN+2WC-Nhà HTCB,2680000000,Tân Phú,77.2,2
1093,"Chung cư Chương Dương Home, Trường Thọ, TĐ, 1.25ỷ",1250000000,Thủ Đức,45.0,1
1094,"Chung cư Dreamhome Palace Q8 75m2 3PN, tầng trung",1900000000,8,75.0,3
1095,"Chung cư Sunview Town 58m² 2PN,2WC",1850000000,Thủ Đức,58.0,2
1096,Căn hộ nhỏ,850000000,6,35.0,1
1097,CẮT LỖ 50Tr căn 2PN 68m2 thanh toán 750Tr ở ngay!,1721000000,9,68.0,2
1098,"✅ Giỏ Hàng Masteri Thảo Điền Q.2 Giá TỪ 3,1 Tỷ BP",3100000000,2,50.0,1
1099,SỞ HỮU CĂN HỘ THỦ ĐỨC 65M2 CHỈ VƠI 338TR,1500000000,Thủ Đức,65.0,2
1100,Chính Chủ Căn Hộ 76m² 2PN Jamona Heights Giá 2ty5,2500000000,7,76.0,2
1101,Chung cư Hoàng Anh Gold House Thông tầng,3700000000,Nhà Bè,192.0,3
1102,💎Sở hữu căn hộ 𝐜𝐡𝐮𝐚̂̉𝐧 𝐗𝐚𝐧𝐡  𝐏𝐢𝐜𝐢𝐭y,2500000000,12,48.0,1
1103,MUA COVID THANH TOÁN 30% NHẬN NHÀ Ở NGAY,2736835000000000,Bình Chánh,69.0,2
1104,Căn hộ thương mại EHomeS phú hữu,1400000000,9,40.0,1
1105,BÁN CĂN 2PN VINHOMES GRAND PARK Q9 GIÁ RẺ VIEW ĐEP,2015000000,9,59.0,2
1106,Căn góc 2PN tại Kingdom 101 tại Q10. Full thuế phí,5320000000,10,78.0,2
1107,"City Gate 2-Quận 8 giá 1,950 tỷ, 2 tháng nhận nhà.",1950000000,8,72.0,2
1108,Chung cư Q7 Boulevard 2PN,3300000000,7,69.7,2
1109,"Cần bán gấp căn nhà liên ấp 2-6, vĩnh lộc A, Bình",2550000000,Bình Chánh,71.0,3
1110,chính chủ sang nhượng căn Mizuki Park 79.36m² 2PN,3650000000,Bình Chánh,79.36,2
1111,"️🏹 Cam Kết Giá Thật 100%,Bán Căn 2PN Carillon 7",2750000000,Tân Phú,71.0,2
1112,"CHUNG CƯ Q8,VÀO Ở NGAY,TẶNG NỘI THẤT,GIÁ CỰC TỐT",1700000000,8,62.0,2
1113,CĂN GÓC 2PN 84M2 EMERALD VIEW CÔNG VIÊN LỚN,4350000000,Tân Phú,84.0,2
1114,"Giỏ hàng bán 1pn-2pn-3pn, Duxlep, trệt khu Emerald",2350000000,Tân Phú,53.0,1
1115,Chung cư Quận 8 50.19m² 1PN,1550000000,8,50.19,1
1116,New City - 2PN - DT 70m2 - giá 4.8 tỉ thương lượng,4800000000,2,70.0,2
1117,Bán gấp căn hộ Tô Ký Tower đã có sổ tặng nội thất,1890000000,12,61.0,2
1118,Căn hộ quận 8 62m2 + nội thất,1600000000,8,62.0,2
1119,Chính chủ do nhu cầu cần đổi sang căn hộ to hơn,3150000000,Tân Phú,90.0,2
1120,Thua cá độ Euro bán gấp căn 2PN Richstar⚽Full NT,2500000000,Tân Phú,53.0,1
1121,Bán căn hộ S3053503 1PN+ Vinhome Grand Park,1830000000,9,47.0,1
1122,"CĂN HỘ LIỀN KỀ Q. 7, BX MIỀN TÂY - TRẢ GÓP 0%",2824574000000000,Bình Chánh,85.0,3
1123,Bán căn hộ River Gate 3PN 2WC 95m2 giá 6.3 tỷ,6300000000,4,95.0,3
1124,"Cần bán căn hộ ở liền 77m2 giá 1,680 tỷ bao hết",1680000000,Nhà Bè,77.0,2
1125,Cần tiền bán gấp. Nhà full nội thất.,1300000000,9,54.0,2
1126,Chung cư giá rẻ Quận Bình Tân 34m² 1PN,550000000,Bình Tân,34.0,1
1127,Căn hộ mi ni Phúc An,450000000,Hóc Môn,40.0,1
1128,"Căn hộ 2pn cạnh bến xe Miền Tây,tặng full nội thất",715000000,Bình Tân,59.0,2
1129,Chính chủ cần bán căn shophouse không trung gian,6000000000,Thủ Đức,162.0,2
1130,"Căn hộ 2pn,Dt 58m2,thạnh Xuân,q12",2200000000,12,58.0,2
1131,Căn hộ Topaz Garden 62m2 2PN- Full nội thất đẹp,2400000000,Tân Phú,62.0,2
1132,Kẹt tiền bán gấp căn hộ 2 phòng ngủ view sông 2ty3,2300000000,7,67.0,2
1133,Căn Hộ Đường Cộng Hoà Chỉ 850Tr/Căn Vào Ở Ngay,850000000,Tân Bình,33.0,1
1134,Chính chủ cần bán,550000000,Bình Tân,34.7,1
1135,88.8m2 trung tâm Đại lộ Diamond Alnata Plus,5326000000,Tân Phú,88.8,2
1136,CH KV NGÃ TƯ BÌNH THÁI GẦN QUẬN 2 LAVITA CHARM,2500000000,Thủ Đức,71.0,2
1137,"RỔ CH HIM LAM PA, GIÁ TỐT, CÓ NHIỀU CĂN FULL NT.",2300000000,9,70.0,2
1138,$Giảm Cực Sâu$ Carillon 2PN - Bao phí QL - 2.55 tỷ,2550000000,Tân Phú,63.0,2
1139,Bán Bán Bán: 3PN Richstar CC Tân Phú ( Giá Còn TL,3700000000,Tân Phú,93.0,3
1140,Chung cư Golden Mansion 75m² 2 PN siêu rẻ full NT,4000000000,Phú Nhuận,75.0,2
1141,"Bán căn hộ Viva Riverside 2PN, 68m2, Full nội thất",3350000000,6,68.0,2
1142,"Bán căn hộ Phúc Thịnh P.1 Q.5,  80m2, 2pn-2wc SHR",2800000000,5,80.0,2
1143,Bán căn hộ 2 phòng ngủ chung cư 9 View Apartment,2200000000,9,58.12,2
1144,CHỦ NHÀ GỬI BÁN CH 4PN MASTERI TĐ 142M2,8100000000,2,142.0,4
1145,Chủ nhà kẹt tiền cần bán căn 2 pn thu hồi vốn 4ty1,4100000000,2,76.0,2
1146,"Căn hộ khu Tây, an ninh 3 lớp, độc quyền Sài Gòn",1200000000,Bình Chánh,85.0,3
1147,Chung cư The Park Residence 62m² 2PN,1800000000,Nhà Bè,62.0,2
1148,"Bán gấp căn góc,căn hộ teco town bình tân ,dt 67m2",1690000000,Bình Tân,67.0,2
1149,"Ưu đãi từ CĐT duy nhất 10 suất, chiếc khấu 3.5%",1780000000,12,78.0,2
1150,"[Thu Hồi Vốn] Vinhomes Grand Park Q9 69,2m2 2PN2WC",1925000000,9,69.2,2
1151,Sang lỗ căn 59m2 tt 805tr tại Vinhomes quận 9,1295000000,9,59.0,2
1152,"Shophouse 3tầng vừa ở+KD,SH lâu dài, lợi nhuận cao",7000000000,12,150.0,2
1153,Chung cư Lavita Charm 89m² 3PN-2WC chỉ 3.5tỉ,3500000000,Thủ Đức,89.0,3
1154,Bán căn hộ 2 phòng ngủ chung cư 9 View Apartment,2150000000,9,58.1,2
1155,Chung cư Mizuki Park 73m² 2 PN căn góc giá 3.080ty,3080000000,Bình Chánh,73.0,2
1156,Tôi chính chủ cần bán căn hộ Trung Tâm Bình thạnh,890000000,Bình Thạnh,35.0,1
1157,"Căn hộ 2PN tại TTHC Q12, Dân đông Hơn 28 tiện ich",950000000,12,80.0,2
1158,"3PN VINHOMES CENTRAL PARK, VIEW ĐẸP, NỘI THẤT SÁNG",7000000000,Bình Thạnh,100.0,3
1159,CC Safira Khang Điền Q9 - 67m² 2 PN - Full NT,3000000000,9,67.0,2
1160,"BÁN GẤP CH HIMLAM PA GIÁ TỐT, VIEW ĐẸP, FULL NT.",2850000000,9,69.6,2
1161,Chuyên bán Căn hộ Luxcity 2PN 2WC GIÁ 2TY7,2700000000,7,70.0,2
1162,"Jamila Khang Điền 70m² 2PN full nội thất, có sổ",2800000000,9,70.0,2
1163,"Căn hộ cao cấp Richstar Novaland, 65m2,2PN FULL NT",2750000000,Tân Phú,65.0,2
1164,"Golden Masion tầng cao bán 3,83 ty bao phí",3820000000,Phú Nhuận,75.0,2
1165,Chung cư Mizuki Park 56m² 2 PN Tầng 3 giá 2.260,2260000000,Bình Chánh,56.0,2
1166,Căn Hộ Smarthome 4PN Vinhomes Central Park 167m²,1589000000,Bình Thạnh,167.0,4
1167,"Căn hiếm! View đẹp, 2PN Full NT Giá rất tốt",4300000000,4,80.0,2
1168,ƯU ĐÃI  KHỦNG TRONG MÙA DỊCH COVID 19 - QUẬN 12,2200000000,12,80.0,2
1169,"Căn hộ The Western Capital 45m² 1,240ty-4 mặt tiền",1240000000,6,45.0,2
1170,Bán 1PN The Manor 51m2 giá tốt mùa Covid,2830000000,Bình Thạnh,51.0,1
1171,Bán Chung cư EHome 5 Giá 2 tỷ 100  54m² 1PN,2100000000,7,54.0,1
1172,Chung cư Khu căn hộ Amazing City 42m² 1PN,550000000,Bình Chánh,42.0,1
1173,"Căn hộ liền kề Gò Vấp, chỉ 700tr sở hữu",2200000000,12,57.0,2
1174,CĂN HỘ BÁN HOẶC CHO THUÊ,3400000000,7,113.0,3
1175,Chung cư Mizuki Park 73m² 2 PN căn góc giá 3.080ty,3080000000,Bình Chánh,73.0,2
1176,Tôi chính chủ cần bán căn hộ Trung Tâm Bình thạnh,890000000,Bình Thạnh,35.0,1
1177,"Căn hộ 2PN tại TTHC Q12, Dân đông Hơn 28 tiện ich",950000000,12,80.0,2
1178,"3PN VINHOMES CENTRAL PARK, VIEW ĐẸP, NỘI THẤT SÁNG",7000000000,Bình Thạnh,100.0,3
1179,CC Safira Khang Điền Q9 - 67m² 2 PN - Full NT,3000000000,9,67.0,2
1180,"BÁN GẤP CH HIMLAM PA GIÁ TỐT, VIEW ĐẸP, FULL NT.",2850000000,9,69.6,2
1181,Chuyên bán Căn hộ Luxcity 2PN 2WC GIÁ 2TY7,2700000000,7,70.0,2
1182,"Jamila Khang Điền 70m² 2PN full nội thất, có sổ",2800000000,9,70.0,2
1183,"Căn hộ cao cấp Richstar Novaland, 65m2,2PN FULL NT",2750000000,Tân Phú,65.0,2
1184,"Golden Masion tầng cao bán 3,83 ty bao phí",3820000000,Phú Nhuận,75.0,2
1185,Chung cư Mizuki Park 56m² 2 PN Tầng 3 giá 2.260,2260000000,Bình Chánh,56.0,2
1186,Căn Hộ Smarthome 4PN Vinhomes Central Park 167m²,1589000000,Bình Thạnh,167.0,4
1187,"Căn hiếm! View đẹp, 2PN Full NT Giá rất tốt",4300000000,4,80.0,2
1188,ƯU ĐÃI  KHỦNG TRONG MÙA DỊCH COVID 19 - QUẬN 12,2200000000,12,80.0,2
1189,"Căn hộ The Western Capital 45m² 1,240ty-4 mặt tiền",1240000000,6,45.0,2
1190,Bán 1PN The Manor 51m2 giá tốt mùa Covid,2830000000,Bình Thạnh,51.0,1
1191,Bán Chung cư EHome 5 Giá 2 tỷ 100  54m² 1PN,2100000000,7,54.0,1
1192,Chung cư Khu căn hộ Amazing City 42m² 1PN,550000000,Bình Chánh,42.0,1
1193,"Căn hộ liền kề Gò Vấp, chỉ 700tr sở hữu",2200000000,12,57.0,2
1194,CĂN HỘ BÁN HOẶC CHO THUÊ,3400000000,7,113.0,3
1195,Bán nhà  Quận 8 50m² 2PN,3500000000,8,50.0,2
1196,Căn hộ 2PN 65m2 .Quận Tân Phú . Gần chợ Tân Hương,1500000000,Tân Phú,65.0,2
1197,Giỏ hàng cập nhật tháng 5/2021 Mizuki Park,2200000000,Bình Chánh,56.0,2
1198,"Bán Căn 3PN 2WC Full NT, 3.25 tỷ. CHCC Richstar",3250000000,Tân Phú,91.0,3
1199,Chỉ còn 1 căn duy nhất giá gốc CĐT Q7 Boulevard,2750000000,7,70.0,2
1200,Chính chủ bán 5 căn Green Town Bình Tân giá tốt,1700000000,Bình Tân,68.0,2
1201,Chung cư EHome 5 82m² 2PN nhà full nội thất,3050000000,7,82.0,2
1202,Căn Hộ Tây Sài Gòn,1900000000,Bình Chánh,59.0,2
1203,Căn hộ Sunrise Riverside 70m² 2PN2WC Ng Hữu Thọ Q7,3300000000,Nhà Bè,70.0,2
1204,Bán gấp căn CONIC 74m2 giá 1.65 tỷ căn góc,1650000000,Bình Chánh,74.0,2
1205,"Căn hộ ở liền 63.2m2/2PN view BT, giá rẻ chính chủ",1650000000,Bình Tân,63.2,2
1206,IMPERIA - BÁN GẤP CĂN HỘ 3PN,5700000000,2,131.0,3
1207,"Mua nhà sài gòn giá rẻ, 680 triệu có ngay 1 căn",680000000,Bình Chánh,69.0,2
1208,"Chung cư Kingdom 101 73m² , 5 tỷ 6",5600000000,10,73.0,2
1209,Lãi suất 0% & tặng nội thất cao cấp đầy đủ,1900000000,Bình Chánh,59.0,2
1210,Chung cư Blue Sapphire Bình Phú 75m² 2PN,2250000000,6,75.0,2
1211,"Chung cư Ba Son, thiết kế đẹp 2 phòng ngủ 60m2",1970000000,Gò Vấp,60.0,2
1212,"Bán chung cư bộ đội biên phòng Gò Vấp giá 1,8 tỷ",1800000000,Gò Vấp,50.0,2
1213,Chung cư Phú Hoàng Anh 88m² 2 PN. NT đẹp,2750000000,Nhà Bè,88.0,2
1214,CHÍNH CHỦ BÁN CĂN HỘ 64m2 CC ĐÔNG HẢI QUẬN 12,1420000000,12,64.0,2
1215,Căn góc 3 PN-104m2 Full NT đẹp- Celadon City 🎄🎄,4535000000,Tân Phú,104.5,3
1216,"SKY CENTER, 74(M2) GIÁ 3.65TỶ, 80(M2) 3.7 TỶ",3700000000,Tân Bình,80.0,2
1217,BÁN CĂN HỘ 1PN QUẬN 7 - NHÀ MỚI BÀN GIAO 2 tỷ 350,2350000000,7,50.53,1
1218,Suất Ngoại Giao Tặng Full Nội Thất Cao Cấp Châu Âu,66667000000,Bình Chánh,59.0,2
1219,Bán gấp căn hộ galaxy 9 quận 4,3600000000,4,67.0,2
1220,"Bán căn 2PN tháp Orchid lầu cao, 5ty100 suất NN",5100000000,2,98.0,2
1221,Bán Gấp Chung cư Sunshine City Sài Gòn 69m² 2PN,3600000000,7,69.0,2
1222,"BÁN NHANH CĂN HỘ 2PN THE SUN AVENUE Q.2 - 3,950Tỷ",3950000000,2,73.0,2
1223,"FLORA NOVIA NHẬN NHÀ Ở NGAY,  2PN=57M2 GIÁ 2.1TỶ",2100000000,Thủ Đức,57.0,2
1224,Tung Rỏ Hàng Căn Hộ Carillon7 Tháng 6 Giá bao đẹp,2350000000,Tân Phú,66.0,2
1225,"Cần bán gấp, 1PN 50m2 giá 2,1 tỷ tại Jamona Height",2100000000,7,52.0,1
1226,Sang Nhượng lỗ căn 2PN 74.24m2 Lavida View Sông,2750000000,7,74.24,2
1227,"Bán gấp căn hộ 1PN Lavida Plus Q7, Giá 2,15 tỷ",2150000000,7,54.0,1
1228,"Bán căn hộ IDICO Tân Phú, 66m2 2PN NTCB mới 100%",2400000000,Tân Phú,66.0,2
1229,BÁN 2 PN FULL NT THE SUN AVENUE ĐANG CÓ HD THUÊ,4050000000,2,76.0,2
1230,Căn hộ Hóc Môn 220tr nội thất như hình ở liền,220000000,Hóc Môn,42.0,1
1231,"MOONLIGHT DỄ DÀNG MUA 2PN, 2WC 66M2 = 2.5TỈ,",2500000000,Thủ Đức,71.0,2
1232,SANG LỖ căn 69m2 thanh toán 830tr tại Vinhomes Q9,1780000000,9,69.0,2
1233,Căn 2 PN - View công viên. Full NT Emerald Celadon,3500000000,Tân Phú,71.4,2
1234,"Bán nhà Chung Cư An Bình tầng 2 - 80m2 - 1,85 tỷ.",1850000000,5,80.0,2
1235,"Bán Nhanh _ 2,5 TỶ _ Căn 2 phòng ngủ - 1 nhà WC",2500000000,Tân Phú,56.0,2
1236,"Chung cư Richmond city 67m² 2PN, 3.45 Tỷ Full NT",3450000000,Bình Thạnh,66.0,2
1237,"Rổ Hàng Riva Park 1PN 2,8 tỷ; 2PN 3,35t; 3PN 4,5ty",3400000000,4,80.88,2
1238,"Bán căn hộ 3PN trả góp 0 LS, CHỈ 30% = 960 triệu",890000000,12,87.0,3
1239,"Bán Gấp : Căn 2 Pn -2WC, Richstar Tô Hiệu- Full NT",2870000000,Tân Phú,64.3,2
1240,"Bán chung cư Bình Thới P8 q11. 78m2, 3 Phòng ngủ",2650000000,11,78.0,3
1241,chỉ 1.2 tỷ/căn 2PN De Capella thủ thiêm quận 2,1200000000,2,76.0,2
1242,"Chung cư Quang Thái 73m² 2PN ,có nội thất, Sổ Hồng",2360000000,Tân Phú,73.0,2
1243,Sunrise Riverside full nội thất tầng cao view sông,3550000000,Nhà Bè,70.0,2
1244,Cần chuyển nhượng căn hộ SaigonSouth 2PN View Bắc,3430000000,Nhà Bè,76.0,2
1245,Sang gấp căn Studio tt 390tr tại Vinhomes Q9,1270000000,9,31.0,1
1246,BÁN Cănhộ RICHMOND CITY 3PN FULL NỘI THẤT Ở NGAY Ạ,4100000000,Bình Thạnh,89.0,3
1247,Chung cư Quận 12 65m² 2PN full nội thất đã có sổ,3200000000,12,65.0,2
1248,Thanh lý dự án đất nền Khu Dân Cư Tên Lửa 2,1200000000,Bình Tân,80.0,2
1249,"Căn hộ New City 1PN - 1WC, DT 46.72m2, giá 3.3 tỉ.",3300000000,2,46.72,1
1250,"3 CĂN HỘ MOONLIGHT RESIDENCES B4, B6, B8 VIEW CÔN",2350000000,Thủ Đức,67.0,2
1251,Chị họ nhờ bán căn hộ the parkland Q12 đã bàn giao,1750000000,12,57.0,2
1252,"MOONLIGHT  MUA 2PN 2WC 50M2=1.75TỶ, 71M2=2.55 tỷ",2500000000,Thủ Đức,75.0,2
1253,Chung cư Lovera Vista 64m² 2PN,2100000000,Bình Chánh,64.0,2
1254,CẦN BÁN CĂN HỘ TOPAZ ELITE VỪA MỚI NHẬN NHÀ,2696000000,8,79.25,2
1255,LIVESTREAM BÁN WESTGATE MÙA DỊCH  - 9h NGÀY 10/07,2100000000,Bình Chánh,59.0,2
1256,Chung cư Quận Bình Thạnh 53m² 2 PN,1750000000,Bình Thạnh,53.0,2
1257,Giá rẻ mùa Covid kèm Euro: 2.4xx full nội thất,2475000000,Tân Bình,71.0,2
1258,Sunrise City Central 147m² 3PN giá 6.15 tỷ,6150000000,7,147.0,3
1259,CĂN HỘ FUII NỘI THẤT NGAY TÒA NHÀ ETOWN TÂN BÌNH,5000000,Tân Bình,40.0,1
1260,92.5m2 tầng cao view Đại lộ Diamond Alnata,4450000000,Tân Phú,92.5,2
1261,Căn hộ 3pn quận 7 full nội thất chính chủ cần bán,41000000,7,79.0,3
1262,Chung cư Chung cư Tây Thạnh 66m² 2PN tầng lửng,2150000000,Tân Phú,66.0,2
1263,Chung cư Lotus Sen Hồng 37m² 1PN sổ hồng riêng,1180000000,Thủ Đức,37.0,1
1264,Chung cư Carillon 7 66m² 2PN nhận nhà ở ngay,2580000000,Tân Phú,66.0,2
1265,Penthouse Conic Đông Nam Á 160m² 3 PN,2950000000,Bình Chánh,160.0,3
1266,Bán căn hộ Chung cư Lo Gốm  Lầu 2,1450000000,6,45.0,2
1267,Chung cư cao cấp Quận 12 85m² 3PN chuẩn resort 5*,2699000000,12,85.0,3
1268,Chung cư Quận Bình Tân 48m² 1PN,1450000000,Bình Tân,48.0,1
1269,Chung cư Căn hộ Cityland Parkhill Gò Vấp 77m² 2 PN,4100000000,Gò Vấp,77.0,2
1270,Bán CH Topaz Home 2PN - 3PN 43m2 - 69m2 giá 1.3 tỷ,1300000000,12,43.0,2
1271,"Bán Gấp CH DreamHome Residence 2,25t, 62m2 full NT",2250000000,Gò Vấp,62.0,2
1272,Duplex Quận 2 - Thành phố Thủ Đức 54m² 2 PN,3000000000,2,54.0,2
1273,Cần bán gấp nhà mặt tiền Hồng Lạc,15000000000,Tân Bình,86.1,1
1274,97m2 Căn góc tầng 8 Diamond Brilliant,5140000000,Tân Phú,97.7,2
1275,Bán căn hộ 2p ngủ 87 m2 nhà trống giao ngay,2100000000,Tân Phú,86.5,2
1276,"Nhà kế Bình Chánh 790tr, chi tết trong Video, SHR",790000000,Bình Chánh,45.0,3
1277,"Shophoue 3 PN,3 tolte, trệt, lầu",5800000000,7,125.0,3
1278,CĂN HỘ CAO CẤP SADORA - 120m2 -3P - GÍA 12 TỶ,12000000000,2,120.0,3
1279,Căn hộ cư xá Thanh đa 50m2,1650000000,Bình Thạnh,50.0,2
1280,Chung cư The ParkLand Q12 60m² 2PN bán gâp giá tố,1800000000,12,60.0,2
1281,Cho thuê Ruby garden 90m2 2pn Full nội thất xịn,11000000,Tân Bình,90.0,2
1282,Duy nhất 5 căn View toàn thành phố I park an sương,900000000,12,78.0,2
1283,Căn hộ ngay Phú Mỹ Hưng 2PN giá 2ty2 bao thuế phí,2200000000,7,62.0,2
1284,"Bán nhà Bình Chánh, SHR, 790tr, xem Video rõ hơn !",790000000,Bình Chánh,40.0,3
1285,"Cần nhượng lại c4-6-1 him lam Q6, hh cho Ng gthieu",3400000000,6,86.0,2
1286,"Căn Hộ Emerald - Celadon City,104m2 - Full NT🍀🍀",4500000000,Tân Phú,104.0,3
1287,CENTANA TT CẦN BÁN GẤP 97M2 -3PN GIÁ BÁN 4.63 TỶ,4630000000,2,97.0,3
1288,"Bán CH Oriental, DT 106m2, 3PN,Full NT, giá 3,5 tỷ",3500000000,Tân Phú,106.0,3
1289,"Thật 100% Căn 2PN nội thất đẹp như hình giá 2,9 Tỷ",2900000000,Bình Chánh,59.0,2
1290,CẬP NHẬT GIÁ BÁN THÁNG 7 CĂN HỘ RICHMOND CITY .,2000000000,Bình Thạnh,38.0,2
1291,"Chung cư PiCity High Park 57m² 2 PN, hướng Đông",2110000000,12,57.0,2
1292,"Bán căn hộ đã có sổ. Tô Ký Tower. Tô Ký, TMT, q12",2000000000,12,55.7,2
1293,Bán Panorama ngay PMH giá 2ty350 2PN-2WC 62m2,2350000000,7,62.0,2
1294,MASTERI CENTRAL POINT CĂN HỘ HẠNG SANG ĐẲNG CẤP Q9,60000000,9,70.0,2
1295,CẦN BÁN GẤP CĂN 2PN GIÁ 1TY450 TẶNG FULL NỘI THẤT,1450000000,Bình Chánh,51.0,2
1296,Căn Hộ Richstar_94m2 3PN - Full NT Cao Cấp !!,3800000000,Tân Phú,94.0,3
1297,Cần bán căn hộ chung cư Sunrise Riverside,4800000000,Nhà Bè,104.0,3
1298,kẹt vốn bán gấp 2pn 87 m2 nội thất xịn như ảnh,6500000000,10,87.0,2
1299,"Căn hộ ĐÃ CÓ SỔ, 75m2 bao thuế phí, NH cho vay 70%",1750000000,Nhà Bè,75.0,2
1300,BÁN CĂN PEARL PLAZA BÌNH THẠNH GIÁ TỐT,5850000000,Bình Thạnh,102.0,2
1301,CĂN HỘ CC GIA PHÚ CẦN BÁN P.BHH.Q. BÌNH TÂN,1620000000,Bình Tân,66.0,2
1302,Rổ hàng 113 căn ký gửi Diamond thuộc Celadon City,4250000000,Tân Phú,85.0,2
1303,Cần bán gấp căn hộ Vinhome Grand Park như hình,2000000000,9,47.0,1
1304,CHÍNH CHỦ NHƯỢNG GẤP STUDIO VINHOMES Q9 DT 31M2,850000000,9,31.0,1
1305,Bán nhà nhỏ xinh A4 phan xích Long nhà mới 2ty200,2200000000,Phú Nhuận,38.0,1
1306,"Chung cư Topaz Garden 90m2 3PN, NH hỗ trợ vay 70%",2750000000,Tân Phú,90.0,3
1307,duplex 3Pn 112m2 nhà trống Bán để đi nước ngoài,4300000000,Tân Phú,112.0,3
1308,"Căn góc 3PN- Full NT, Richstar Novaland, Tầng cao",3600000000,Tân Phú,94.0,3
1309,"Chung cư Căn Hộ Hoa Sen 64m² 2 PN, 2WC.q11",2600000000,11,64.0,2
1310,Ipark An Sương - Căn hộ biệt thự liền kề Sân Bay,2600000000,12,78.0,2
1311,"Cho thuê hoặc bán căn hộ Safira,liên hệ SĐT có fix",3700000000,9,90.0,3
1312,MASTERI LUMIERE SIÊU CAO CẤP GIỎ HÀNG GIÁ GỐC CĐT,6900000000,2,77.0,2
1313,Chung cư Huyện Nhà Bè 61m² 2PN.2VS,1100000000,Nhà Bè,67.0,2
1314,đại hạ giá bán gấp Saigon Homes Bình Tân  2PN-WC,1800000000,Bình Tân,67.0,2
1315,CH Dream Home Quận 8 75m2 view đẹp giá rẻ,1500000000,8,56.0,2
1316,Bán căn hộ miếu nổi mới đẹp 2 phòng ngủ giá 2ty740,2740000000,Bình Thạnh,54.0,2
1317,"Chung cư Lotus Garden 67m² 2PN- SỔ HỒNG, căn góc",2350000000,Tân Phú,67.0,2
1318,"Bán căn hộ Centana 3 phòng ngủ - 88m2, giá 3,4 tỷ",3400000000,2,88.0,3
1319,"Căn Hộ Chung Cư 100 Hùng Vương .. 72m2, 3PN đẹp",2800000000,5,72.0,3
1320,DANH SÁCH CĂN HỘ CHUYỂN NHƯỢNG THE SUN AVENNUE Q2,1750000000,2,32.0,1
1321,"Ngôp Euro, One Verandah 2PN 85m2, view xịn",5800000000,2,85.0,2
